"Time","100 * sum(irate(container_cpu_usage_seconds_total{name=~""ts-server-(server_app-1|redis-1|postgres_db-1)""}[5m])) / 12
"
2025-04-03 13:56:00,62.7%
2025-04-03 13:56:05,61.8%
2025-04-03 13:56:10,62.4%
2025-04-03 13:56:15,63.4%
2025-04-03 13:56:20,62.8%
2025-04-03 13:56:25,63.0%
2025-04-03 13:56:30,63.7%
2025-04-03 13:56:35,61.8%
2025-04-03 13:56:40,63.9%
2025-04-03 13:56:45,63.5%
2025-04-03 13:56:50,62.7%
2025-04-03 13:56:55,49.8%
2025-04-03 13:57:00,46.7%
2025-04-03 13:57:05,58.9%
2025-04-03 13:57:10,55.0%
2025-04-03 13:57:15,44.8%
2025-04-03 13:57:20,43.6%
2025-04-03 13:57:25,49.2%
2025-04-03 13:57:30,63.1%
2025-04-03 13:57:35,64.9%
2025-04-03 13:57:40,59.2%
2025-04-03 13:57:45,45.1%
2025-04-03 13:57:50,47.3%
2025-04-03 13:57:55,59.7%
2025-04-03 13:58:00,67.3%
2025-04-03 13:58:05,48.2%
2025-04-03 13:58:10,55.4%
2025-04-03 13:58:15,50.2%
2025-04-03 13:58:20,50.5%
2025-04-03 13:58:25,52.6%
2025-04-03 13:58:30,53.3%
2025-04-03 13:58:35,56.1%
2025-04-03 13:58:40,58.4%
2025-04-03 13:58:45,53.0%
2025-04-03 13:58:50,59.6%
2025-04-03 13:58:55,46.6%
2025-04-03 13:59:00,34.5%
2025-04-03 13:59:05,66.5%
2025-04-03 13:59:10,61.8%
2025-04-03 13:59:15,59.4%
2025-04-03 13:59:20,49.5%
2025-04-03 13:59:25,68.6%
2025-04-03 13:59:30,52.1%
2025-04-03 13:59:35,64.5%
2025-04-03 13:59:40,58.7%
2025-04-03 13:59:45,56.4%
2025-04-03 13:59:50,36.2%
2025-04-03 13:59:55,51.2%
2025-04-03 14:00:00,59.8%
2025-04-03 14:00:05,50.7%
2025-04-03 14:00:10,55.5%
2025-04-03 14:00:15,52.7%
2025-04-03 14:00:20,58.1%
2025-04-03 14:00:25,61.9%
2025-04-03 14:00:30,63.9%
2025-04-03 14:00:35,64.4%
2025-04-03 14:00:40,62.7%
2025-04-03 14:00:45,60.3%
2025-04-03 14:00:50,62.8%
2025-04-03 14:00:55,64.9%
2025-04-03 14:01:00,62.3%
